model,landscape,replicate,train_regime,cv_fold,test_data,pearson_r,r2,mse_loss,train_epochs
mlp,k2,r2,M0-M5,0,M4,0.994474771,0.988806933,0.00019339,
mlp,k2,r2,M0-M5,0,M5,0.992401334,0.984624433,0.000277169,
mlp,k2,r2,M0-M5,0,M6,0.983811964,0.96578021,0.00064883,
mlp,k2,r2,M0-M6,0,train,0.997235182,0.994447972,0.000101542,41
mlp,k2,r2,M0-M6,0,M1,0.998541124,0.982508841,0.000104261,
mlp,k2,r2,M0-M6,0,M2,0.996782286,0.993338146,8.70E-05,
mlp,k2,r2,M0-M6,0,M3,0.996761316,0.993429077,0.000108726,
mlp,k2,r2,M0-M6,0,M4,0.996800915,0.99348618,0.000112543,
mlp,k2,r2,M0-M6,0,M5,0.996829684,0.993598607,0.000115424,
mlp,k2,r2,M0-M6,0,M6,0.997052524,0.994101556,0.00011247,
mlp,k2,r4,M0-M1,0,train,0.934099444,0.841789202,0.001901018,52
mlp,k2,r4,M0-M1,0,M1,0.365035349,-0.112156683,0.012928998,
mlp,k2,r4,M0-M1,0,M2,0.485359734,0.087992332,0.016996348,
mlp,k2,r4,M0-M1,0,M3,0.339152706,-0.23796465,0.023254571,
mlp,k2,r4,M0-M1,0,M4,0.174894336,-0.471916736,0.028510451,
mlp,k2,r4,M0-M1,0,M5,0.091508714,-0.504386004,0.030933443,
mlp,k2,r4,M0-M1,0,M6,0.112578943,-0.451383618,0.02848283,
mlp,k2,r4,M0-M2,0,train,0.732732984,0.524284802,0.007991183,13
mlp,k2,r4,M0-M2,0,M1,0.984868817,0.790940189,0.002430353,
mlp,k2,r4,M0-M2,0,M2,0.537230631,0.25867474,0.013815478,
mlp,k2,r4,M0-M2,0,M3,0.431367732,0.093450278,0.017029101,
mlp,k2,r4,M0-M2,0,M4,0.206781288,-0.190099727,0.023051767,
mlp,k2,r4,M0-M2,0,M5,0.096579919,-0.286865169,0.026392745,
mlp,k2,r4,M0-M2,0,M6,0.007581156,-0.329645361,0.025983907,
mlp,k2,r4,M0-M3,0,train,0.981711804,0.963671893,0.000767203,34
mlp,k2,r4,M0-M3,0,M1,0.988012041,0.880398974,0.001390381,
mlp,k2,r4,M0-M3,0,M2,0.970567158,0.933099374,0.001246773,
mlp,k2,r4,M0-M3,0,M3,0.901656846,0.810181937,0.003565641,
mlp,k2,r4,M0-M3,0,M4,0.79158889,0.603444384,0.007681127,
mlp,k2,r4,M0-M3,0,M5,0.472700531,-0.019787405,0.020972236,
mlp,k2,r4,M0-M3,0,M6,0.141805638,-0.733483519,0.033946486,
mlp,k2,r4,M0-M4,0,train,0.994281207,0.988416009,0.000229095,66
mlp,k2,r4,M0-M4,0,M1,0.994525131,0.965488728,0.000401199,
mlp,k2,r4,M0-M4,0,M2,0.993909996,0.984017198,0.000297859,
mlp,k2,r4,M0-M4,0,M3,0.99194525,0.98294911,0.000320293,
mlp,k2,r4,M0-M4,0,M4,0.9824285,0.964526152,0.000687115,
mlp,k2,r4,M0-M4,0,M5,0.954754579,0.909929101,0.001850733,
mlp,k2,r4,M0-M4,0,M6,0.823471031,0.673725285,0.006438636,
mlp,k2,r4,M0-M5,0,train,0.996118599,0.992102879,0.000160999,38
mlp,k2,r4,M0-M5,0,M1,0.999040259,0.990321919,0.000112509,
mlp,k2,r4,M0-M5,0,M2,0.998186058,0.995871628,7.69E-05,
mlp,k2,r4,M0-M5,0,M3,0.99663378,0.99296818,0.000132089,
mlp,k2,r4,M0-M5,0,M4,0.995513092,0.990857479,0.000177087,
mlp,k2,r4,M0-M5,0,M5,0.994302834,0.988508234,0.000236475,
mlp,k2,r4,M0-M5,0,M6,0.986041729,0.970993996,0.000568855,
mlp,k2,r4,M0-M6,0,train,0.997660119,0.99529804,9.46E-05,42
mlp,k2,r4,M0-M6,0,M1,0.997546361,0.977749563,0.000258665,
mlp,k2,r4,M0-M6,0,M2,0.997216336,0.994056003,0.000110773,
mlp,k2,r4,M0-M6,0,M3,0.997022634,0.99401714,0.000112385,
mlp,k2,r4,M0-M6,0,M4,0.997152377,0.994250872,0.000111358,
mlp,k2,r4,M0-M6,0,M5,0.997262981,0.994473206,0.000113718,
mlp,k2,r4,M0-M6,0,M6,0.997317991,0.994627196,0.00010643,
mlp,k2,r0,M0-M1,0,train,0.246427897,-0.319750813,0.022806948,14
mlp,k2,r0,M0-M1,0,M1,-0.078383966,-0.369061436,0.005045499,
mlp,k2,r0,M0-M1,0,M2,0.067173992,-0.06622519,0.021527404,
mlp,k2,r0,M0-M1,0,M3,-0.038204148,-0.169100098,0.025765592,
mlp,k2,r0,M0-M1,0,M4,-0.093176543,-0.313932464,0.028732611,
mlp,k2,r0,M0-M1,0,M5,-0.085735351,-0.496908564,0.033542652,
mlp,k2,r0,M0-M1,0,M6,-0.023179129,-0.863373278,0.036931679,
mlp,k2,r0,M0-M2,0,train,0.961643026,0.924278317,0.001599681,38
mlp,k2,r0,M0-M2,0,M1,0.866934524,0.659123535,0.001256256,
mlp,k2,r0,M0-M2,0,M2,0.739834885,0.497886751,0.010137816,
mlp,k2,r0,M0-M2,0,M3,0.695546666,0.379263324,0.013680306,
mlp,k2,r0,M0-M2,0,M4,0.395721339,-0.263286755,0.02762511,
mlp,k2,r0,M0-M2,0,M5,0.141438575,-0.844064,0.041374043,
mlp,k2,r0,M0-M2,0,M6,0.026836869,-1.429192519,0.047517221,
mlp,k2,r0,M0-M3,0,train,0.975302,0.951056233,0.001075641,31
mlp,k2,r0,M0-M3,0,M1,0.865171808,0.74695068,0.000932581,
mlp,k2,r0,M0-M3,0,M2,0.966197847,0.927956293,0.001454584,
mlp,k2,r0,M0-M3,0,M3,0.912755338,0.833105691,0.003678154,
mlp,k2,r0,M0-M3,0,M4,0.766355012,0.547618203,0.009892525,
mlp,k2,r0,M0-M3,0,M5,0.464938449,-0.057663931,0.023671914,
mlp,k2,r0,M0-M3,0,M6,0.18413917,-0.902936616,0.037632156,
mlp,k2,r0,M0-M4,0,train,0.985547753,0.97104753,0.000649399,41
mlp,k2,r0,M0-M4,0,M1,0.930355958,0.776038004,0.000825383,
mlp,k2,r0,M0-M4,0,M2,0.976741775,0.953458024,0.000939696,
mlp,k2,r0,M0-M4,0,M3,0.978548259,0.957135624,0.00094468,
mlp,k2,r0,M0-M4,0,M4,0.962790734,0.926470117,0.001607925,
mlp,k2,r0,M0-M4,0,M5,0.88659519,0.784310472,0.00483311,
mlp,k2,r0,M0-M4,0,M6,0.572952373,0.180610433,0.016026515,
mlp,k2,r0,M0-M5,0,train,0.994889101,0.98975292,0.000233389,57
mlp,k2,r0,M0-M5,0,M1,0.987671879,0.962702274,0.000137456,
mlp,k2,r0,M0-M5,0,M2,0.993249651,0.986264707,0.00027732,
mlp,k2,r0,M0-M5,0,M3,0.993361768,0.986637539,0.000294493,
mlp,k2,r0,M0-M5,0,M4,0.993094156,0.986208516,0.000301587,
mlp,k2,r0,M0-M5,0,M5,0.99156706,0.982858782,0.000384187,
mlp,k2,r0,M0-M5,0,M6,0.976106267,0.95155865,0.000962354,
mlp,k2,r0,M0-M6,0,train,0.997155525,0.994152707,0.00012871,56
mlp,k2,r0,M0-M6,0,M1,0.993036843,0.970886724,0.000107293,
mlp,k2,r0,M0-M6,0,M2,0.997314979,0.994280363,0.000115481,
mlp,k2,r0,M0-M6,0,M3,0.996413671,0.992547289,0.000164249,
mlp,k2,r0,M0-M6,0,M4,0.996731393,0.993436,0.000143539,
mlp,k2,r0,M0-M6,0,M5,0.996761103,0.993386825,0.000148662,
mlp,k2,r0,M0-M6,0,M6,0.996068725,0.991787191,0.000163145,
mlp,k2,r7,M0-M1,0,train,0.78411754,0.368510898,0.011738638,21
mlp,k2,r7,M0-M1,0,M1,0.566032173,0.19772706,0.021760851,
mlp,k2,r7,M0-M1,0,M2,0.609869023,-0.058881386,0.026652714,
mlp,k2,r7,M0-M1,0,M3,0.133695268,-0.779618534,0.042377986,
mlp,k2,r7,M0-M1,0,M4,0.05810361,-1.264006147,0.046120264,
mlp,k2,r7,M0-M1,0,M5,0.048863041,-1.642479572,0.051296083,
mlp,k2,r7,M0-M1,0,M6,0.085700696,-2.175493541,0.06193435,
mlp,k2,r7,M0-M2,0,train,0.961366521,0.923066931,0.001777116,31
mlp,k2,r7,M0-M2,0,M1,0.952959921,0.817920041,0.004938737,
mlp,k2,r7,M0-M2,0,M2,0.832351182,0.689029957,0.007827313,
mlp,k2,r7,M0-M2,0,M3,0.674142464,0.338774831,0.015745729,
mlp,k2,r7,M0-M2,0,M4,0.344284794,-0.697139627,0.034572575,
mlp,k2,r7,M0-M2,0,M5,0.071564836,-1.690561327,0.052209985,
mlp,k2,r7,M0-M2,0,M6,0.036983156,-1.858473531,0.056165807,
mlp,k2,r7,M0-M3,0,train,0.97333912,0.947082747,0.001328583,30
mlp,k2,r7,M0-M3,0,M1,0.990840682,0.961837312,0.001035125,
mlp,k2,r7,M0-M3,0,M2,0.970842309,0.940132106,0.001506913,
mlp,k2,r7,M0-M3,0,M3,0.907976099,0.821969681,0.004239429,
mlp,k2,r7,M0-M3,0,M4,0.729542315,0.478190203,0.010629832,
mlp,k2,r7,M0-M3,0,M5,0.379673566,-0.253413806,0.024262248,
mlp,k2,r7,M0-M3,0,M6,0.11840731,-0.873511826,0.035906095,
mlp,k2,r7,M0-M4,0,train,0.991849248,0.983759327,0.000348209,63
mlp,k2,r7,M0-M4,0,M1,0.996467571,0.991882838,0.00022017,
mlp,k2,r7,M0-M4,0,M2,0.988233304,0.973815491,0.000659081,
mlp,k2,r7,M0-M4,0,M3,0.988586911,0.977167935,0.000543699,
mlp,k2,r7,M0-M4,0,M4,0.974203723,0.948657283,0.001045907,
mlp,k2,r7,M0-M4,0,M5,0.918603416,0.841185337,0.00307442,
mlp,k2,r7,M0-M4,0,M6,0.720875848,0.464312153,0.010522685,
mlp,k2,r7,M0-M5,0,train,0.996928645,0.993860502,0.000126319,49
mlp,k2,r7,M0-M5,0,M1,0.999215608,0.997083365,7.91E-05,
mlp,k2,r7,M0-M5,0,M2,0.998117964,0.996196582,9.57E-05,
mlp,k2,r7,M0-M5,0,M3,0.997627131,0.995139137,0.000115752,
mlp,k2,r7,M0-M5,0,M4,0.996677748,0.99334718,0.000135525,
mlp,k2,r7,M0-M5,0,M5,0.995545877,0.991013089,0.000173946,
mlp,k2,r7,M0-M5,0,M6,0.991667332,0.982454637,0.000342504,
mlp,k2,r7,M0-M6,0,train,0.997391035,0.994737557,0.000104496,42
mlp,k2,r7,M0-M6,0,M1,0.998992743,0.997801012,5.96E-05,
mlp,k2,r7,M0-M6,0,M2,0.998466332,0.996777458,8.11E-05,
mlp,k2,r7,M0-M6,0,M3,0.997825186,0.995516165,0.000106773,
mlp,k2,r7,M0-M6,0,M4,0.997330223,0.994565039,0.000110716,
mlp,k2,r7,M0-M6,0,M5,0.997015684,0.994017048,0.000116321,
mlp,k2,r7,M0-M6,0,M6,0.997101065,0.994032749,0.000118077,
mlp,k3,r2,M0-M1,0,train,0.293025853,-0.773772503,0.026204452,16
mlp,k3,r2,M0-M1,0,M1,-0.523168387,-0.55077835,0.036136266,
mlp,k3,r2,M0-M1,0,M2,0.174677034,-0.924543582,0.038975991,
mlp,k3,r2,M0-M1,0,M3,-0.018112583,-0.611398084,0.034154821,
mlp,k3,r2,M0-M1,0,M4,-0.012387385,-0.323186892,0.027946664,
mlp,k3,r2,M0-M1,0,M5,-0.033971235,-0.185968027,0.024103233,
mlp,k3,r2,M0-M1,0,M6,-0.013674628,-0.298593153,0.025709698,
mlp,k3,r2,M0-M2,0,train,0.91411591,0.825410611,0.003637614,21
mlp,k3,r2,M0-M2,0,M1,0.941578878,0.639184881,0.008407721,
mlp,k3,r2,M0-M2,0,M2,0.557331641,0.240371561,0.015384048,
mlp,k3,r2,M0-M2,0,M3,0.372267139,-0.190483709,0.025233218,
mlp,k3,r2,M0-M2,0,M4,0.085128622,-0.828630097,0.038621988,
mlp,k3,r2,M0-M2,0,M5,0.02196693,-1.044836015,0.041433787,
mlp,k3,r2,M0-M2,0,M6,-0.059118752,-1.332099411,0.045951998,
mlp,k3,r2,M0-M3,0,train,0.925915112,0.857275436,0.003156435,24
mlp,k3,r2,M0-M3,0,M1,0.991936807,0.923039944,0.001793325,
mlp,k3,r2,M0-M3,0,M2,0.859780011,0.732297237,0.005421535,
mlp,k3,r2,M0-M3,0,M3,0.652307064,0.407536256,0.012557724,
mlp,k3,r2,M0-M3,0,M4,0.378116769,-0.10657482,0.023371659,
mlp,k3,r2,M0-M3,0,M5,0.082448718,-0.760613657,0.035664076,
mlp,k3,r2,M0-M3,0,M6,-0.035952882,-1.35927128,0.046781175,
mlp,k3,r2,M0-M4,0,train,0.953039498,0.907493692,0.001843672,50
mlp,k3,r2,M0-M4,0,M1,0.976622102,0.744299684,0.005958334,
mlp,k3,r2,M0-M4,0,M2,0.91178121,0.83048699,0.003432989,
mlp,k3,r2,M0-M4,0,M3,0.890949398,0.791774521,0.004413499,
mlp,k3,r2,M0-M4,0,M4,0.800792547,0.636988659,0.007667061,
mlp,k3,r2,M0-M4,0,M5,0.566141827,0.248288224,0.015237524,
mlp,k3,r2,M0-M4,0,M6,0.208723725,-0.398963121,0.027488131,
mlp,k3,r2,M0-M5,0,train,0.961833908,0.924379169,0.001555912,61
mlp,k3,r2,M0-M5,0,M1,0.962932613,0.881009782,0.002772713,
mlp,k3,r2,M0-M5,0,M2,0.919358448,0.840523144,0.003229736,
mlp,k3,r2,M0-M5,0,M3,0.914936601,0.833147885,0.003536559,
mlp,k3,r2,M0-M5,0,M4,0.904066379,0.816656517,0.003872347,
mlp,k3,r2,M0-M5,0,M5,0.859160792,0.737023006,0.005354847,
mlp,k3,r2,M0-M5,0,M6,0.648769655,0.382009004,0.012167524,
mlp,k3,r2,M0-M6,0,train,0.969112556,0.938503035,0.00122882,77
mlp,k3,r2,M0-M6,0,M1,0.956231374,0.864632303,0.003154341,
mlp,k3,r2,M0-M6,0,M2,0.921582931,0.840499042,0.003230225,
mlp,k3,r2,M0-M6,0,M3,0.929128812,0.861519237,0.002935206,
mlp,k3,r2,M0-M6,0,M4,0.913941493,0.833841135,0.003509395,
mlp,k3,r2,M0-M6,0,M5,0.913799758,0.834362671,0.003365314,
mlp,k3,r2,M0-M6,0,M6,0.911871975,0.831178097,0.003326035,
mlp,k3,r4,M0-M1,0,train,0.255258104,0.014653866,0.01367474,16
mlp,k3,r4,M0-M1,0,M1,-0.771540319,-0.374275517,0.006072713,
mlp,k3,r4,M0-M1,0,M2,0.138695104,-0.002927182,0.02379339,
mlp,k3,r4,M0-M1,0,M3,0.053782818,-0.083125448,0.020823797,
mlp,k3,r4,M0-M1,0,M4,-0.027685447,-0.150345338,0.024270199,
mlp,k3,r4,M0-M1,0,M5,-0.020640015,-0.202023109,0.023358494,
mlp,k3,r4,M0-M1,0,M6,-0.021399564,-0.298133977,0.025961196,
mlp,k3,r4,M0-M2,0,train,0.499559038,0.234144554,0.012178036,11
mlp,k3,r4,M0-M2,0,M1,-0.294605749,-0.675929538,0.007405676,
mlp,k3,r4,M0-M2,0,M2,0.205155029,0.010932558,0.023464581,
mlp,k3,r4,M0-M2,0,M3,0.144306897,-0.055154443,0.020286035,
mlp,k3,r4,M0-M2,0,M4,0.032952099,-0.169670617,0.024677927,
mlp,k3,r4,M0-M2,0,M5,-0.017662197,-0.25536694,0.024346803,
mlp,k3,r4,M0-M2,0,M6,-0.01454267,-0.281373476,0.025839002,
mlp,k3,r4,M0-M3,0,train,0.93465979,0.86862319,0.002557766,40
mlp,k3,r4,M0-M3,0,M1,0.821838589,0.411318952,0.002601292,
mlp,k3,r4,M0-M3,0,M2,0.8777332,0.726126798,0.006497353,
mlp,k3,r4,M0-M3,0,M3,0.675996658,0.409016969,0.011362037,
mlp,k3,r4,M0-M3,0,M4,0.474089537,-0.021690362,0.021555811,
mlp,k3,r4,M0-M3,0,M5,0.087223874,-1.007120336,0.039012082,
mlp,k3,r4,M0-M3,0,M6,-0.061182283,-1.698815367,0.053333918,
mlp,k3,r4,M0-M4,0,train,0.953313946,0.908756965,0.001806256,48
mlp,k3,r4,M0-M4,0,M1,0.693392472,0.34679354,0.002886419,
mlp,k3,r4,M0-M4,0,M2,0.907713808,0.817305937,0.004334224,
mlp,k3,r4,M0-M4,0,M3,0.903957873,0.814937555,0.003557947,
mlp,k3,r4,M0-M4,0,M4,0.805915059,0.647058347,0.007446428,
mlp,k3,r4,M0-M4,0,M5,0.571615918,0.260509436,0.01434462,
mlp,k3,r4,M0-M4,0,M6,0.201499073,-0.314005735,0.026189554,
mlp,k3,r4,M0-M5,0,train,0.964907323,0.930615051,0.001359809,60
mlp,k3,r4,M0-M5,0,M1,0.881927443,0.765364233,0.00103682,
mlp,k3,r4,M0-M5,0,M2,0.914226197,0.832049275,0.003984454,
mlp,k3,r4,M0-M5,0,M3,0.917971467,0.841251635,0.003052041,
mlp,k3,r4,M0-M5,0,M4,0.918881413,0.844236122,0.003286335,
mlp,k3,r4,M0-M5,0,M5,0.861258202,0.740761721,0.0050306,
mlp,k3,r4,M0-M5,0,M6,0.663235158,0.416696509,0.011587759,
mlp,k3,r4,M0-M6,0,train,0.968331901,0.936786709,0.001252005,64
mlp,k3,r4,M0-M6,0,M1,0.773435613,0.147696258,0.0037662,
mlp,k3,r4,M0-M6,0,M2,0.94033415,0.878483891,0.002882842,
mlp,k3,r4,M0-M6,0,M3,0.913925046,0.833226999,0.00320632,
mlp,k3,r4,M0-M6,0,M4,0.917110532,0.840240478,0.003370636,
mlp,k3,r4,M0-M6,0,M5,0.911453516,0.829596632,0.003300822,
mlp,k3,r4,M0-M6,0,M6,0.904887321,0.818380797,0.003609944,
mlp,k3,r0,M0-M1,0,train,0.137243013,-0.271520022,0.016155962,12
mlp,k3,r0,M0-M1,0,M1,0.414663631,0.166485809,0.021232106,
mlp,k3,r0,M0-M1,0,M2,0.344452462,-0.014343305,0.022447405,
mlp,k3,r0,M0-M1,0,M3,0.110684689,-0.283890714,0.027075002,
mlp,k3,r0,M0-M1,0,M4,0.031413767,-0.228137818,0.02222343,
mlp,k3,r0,M0-M1,0,M5,-0.003020494,-0.173619431,0.020986617,
mlp,k3,r0,M0-M1,0,M6,0.068755461,-0.219226255,0.022969497,
mlp,k3,r0,M0-M2,0,train,0.841337371,0.693389033,0.00581431,21
mlp,k3,r0,M0-M2,0,M1,0.916883188,0.544931861,0.011591951,
mlp,k3,r0,M0-M2,0,M2,0.586626088,0.34129827,0.014577062,
mlp,k3,r0,M0-M2,0,M3,0.392679002,-0.030883661,0.021739526,
mlp,k3,r0,M0-M2,0,M4,0.061916872,-0.76321803,0.031905822,
mlp,k3,r0,M0-M2,0,M5,0.064634989,-0.806327331,0.032293081,
mlp,k3,r0,M0-M2,0,M6,0.012863291,-0.93558881,0.036913153,
mlp,k3,r0,M0-M3,0,train,0.934003116,0.871190962,0.002494423,38
mlp,k3,r0,M0-M3,0,M1,0.978475454,0.675828662,0.008257616,
mlp,k3,r0,M0-M3,0,M2,0.879724264,0.76768514,0.005141125,
mlp,k3,r0,M0-M3,0,M3,0.73998204,0.515095716,0.01022578,
mlp,k3,r0,M0-M3,0,M4,0.457072618,-0.123099617,0.020322738,
mlp,k3,r0,M0-M3,0,M5,0.130532862,-1.15091092,0.03845131,
mlp,k3,r0,M0-M3,0,M6,0.018093411,-1.921633944,0.056204014,
mlp,k3,r0,M0-M4,0,train,0.954833404,0.910457344,0.001725479,47
mlp,k3,r0,M0-M4,0,M1,0.987900623,0.940828116,0.001507285,
mlp,k3,r0,M0-M4,0,M2,0.932929565,0.86755642,0.002930975,
mlp,k3,r0,M0-M4,0,M3,0.920428135,0.846841031,0.003229854,
mlp,k3,r0,M0-M4,0,M4,0.810987899,0.64733686,0.006381519,
mlp,k3,r0,M0-M4,0,M5,0.5729048,0.264278712,0.013188438,
mlp,k3,r0,M0-M4,0,M6,0.157178101,-0.35706616,0.025930954,
mlp,k3,r0,M0-M5,0,train,0.970968965,0.942772697,0.00108382,73
mlp,k3,r0,M0-M5,0,M1,0.95367301,0.833485876,0.004241614,
mlp,k3,r0,M0-M5,0,M2,0.940582688,0.859095826,0.003118207,
mlp,k3,r0,M0-M5,0,M3,0.940903726,0.880444034,0.002521225,
mlp,k3,r0,M0-M5,0,M4,0.930867536,0.866189834,0.002421325,
mlp,k3,r0,M0-M5,0,M5,0.878311898,0.771125271,0.004073701,
mlp,k3,r0,M0-M5,0,M6,0.684400955,0.445881328,0.010485517,
mlp,k3,r0,M0-M6,0,train,0.975527819,0.951194224,0.000914705,85
mlp,k3,r0,M0-M6,0,M1,0.996205956,0.94786747,0.001327972,
mlp,k3,r0,M0-M6,0,M2,0.951247556,0.891686764,0.002396971,
mlp,k3,r0,M0-M6,0,M3,0.947125224,0.892843864,0.002259735,
mlp,k3,r0,M0-M6,0,M4,0.935437374,0.873263354,0.002293328,
mlp,k3,r0,M0-M6,0,M5,0.929490824,0.863138365,0.002448748,
mlp,k3,r0,M0-M6,0,M6,0.9376226,0.879022746,0.002324414,
mlp,k3,r7,M0-M1,0,train,-0.177539472,-0.337520429,0.022299182,11
mlp,k3,r7,M0-M1,0,M1,-0.128786193,-0.137784398,0.023674443,
mlp,k3,r7,M0-M1,0,M2,-0.230572099,-0.148085737,0.029915288,
mlp,k3,r7,M0-M1,0,M3,-0.083619235,-0.36029438,0.025217591,
mlp,k3,r7,M0-M1,0,M4,-0.033855796,-0.605049478,0.031363249,
mlp,k3,r7,M0-M1,0,M5,-0.026867937,-0.835112653,0.039410364,
mlp,k3,r7,M0-M1,0,M6,-0.015747039,-1.141251632,0.044783862,
mlp,k3,r7,M0-M2,0,train,0.908551611,0.820879736,0.003127686,28
mlp,k3,r7,M0-M2,0,M1,0.5468673,0.17733433,0.017117614,
mlp,k3,r7,M0-M2,0,M2,0.672280193,0.447961069,0.014384296,
mlp,k3,r7,M0-M2,0,M3,0.381125152,-0.256880297,0.023300465,
mlp,k3,r7,M0-M2,0,M4,0.0601086,-1.300729939,0.044957098,
mlp,k3,r7,M0-M2,0,M5,-0.037875815,-2.198236225,0.068620637,
mlp,k3,r7,M0-M2,0,M6,-0.040105464,-2.98235617,0.083940785,
mlp,k3,r7,M0-M3,0,train,0.936049339,0.874990151,0.002468249,37
mlp,k3,r7,M0-M3,0,M1,0.872203345,0.744857919,0.005308868,
mlp,k3,r7,M0-M3,0,M2,0.880705668,0.748671656,0.006548779,
mlp,k3,r7,M0-M3,0,M3,0.701661356,0.461365917,0.009985379,
mlp,k3,r7,M0-M3,0,M4,0.44762764,-0.079616016,0.02109609,
mlp,k3,r7,M0-M3,0,M5,0.107556176,-0.784565489,0.038202744,
mlp,k3,r7,M0-M3,0,M6,0.001442472,-1.346696453,0.049242156,
mlp,k3,r7,M0-M4,0,train,0.955567754,0.912893614,0.00177235,64
mlp,k3,r7,M0-M4,0,M1,0.860882295,0.642973795,0.007428822,
mlp,k3,r7,M0-M4,0,M2,0.91261364,0.817768556,0.004748344,
mlp,k3,r7,M0-M4,0,M3,0.906217958,0.819490481,0.003346346,
mlp,k3,r7,M0-M4,0,M4,0.794437377,0.623206131,0.007362689,
mlp,k3,r7,M0-M4,0,M5,0.565671597,0.270414752,0.015699904,
mlp,k3,r7,M0-M4,0,M6,0.185388738,-0.374061426,0.029081161,
mlp,k3,r7,M0-M5,0,train,0.963338683,0.92788649,0.001521118,57
mlp,k3,r7,M0-M5,0,M1,0.934369546,0.849775169,0.003125803,
mlp,k3,r7,M0-M5,0,M2,0.927272392,0.856891757,0.003728924,
mlp,k3,r7,M0-M5,0,M3,0.911399414,0.830310997,0.003145751,
mlp,k3,r7,M0-M5,0,M4,0.905713506,0.819734468,0.003522454,
mlp,k3,r7,M0-M5,0,M5,0.860088093,0.739036667,0.005620813,
mlp,k3,r7,M0-M5,0,M6,0.668029232,0.423643525,0.012234506,
mlp,k3,r7,M0-M6,0,train,0.972910975,0.945881751,0.001123851,80
mlp,k3,r7,M0-M6,0,M1,0.926460693,0.845294875,0.003219027,
mlp,k3,r7,M0-M6,0,M2,0.938613437,0.879918933,0.003128913,
mlp,k3,r7,M0-M6,0,M3,0.92493096,0.85345027,0.002716788,
mlp,k3,r7,M0-M6,0,M4,0.921258277,0.848522454,0.002959926,
mlp,k3,r7,M0-M6,0,M5,0.923587894,0.851981251,0.003173863,
mlp,k3,r7,M0-M6,0,M6,0.919289762,0.84395065,0.003286451,
mlp,k4,r2,M0-M1,0,train,-0.275554405,-0.110777251,0.016081102,16
mlp,k4,r2,M0-M1,0,M1,0.60537872,-0.017697887,0.040752128,
mlp,k4,r2,M0-M1,0,M2,-0.147644423,-0.126082246,0.022315471,
mlp,k4,r2,M0-M1,0,M3,0.021088026,-0.345371452,0.024124287,
mlp,k4,r2,M0-M1,0,M4,0.005066398,-0.680785905,0.030027267,
mlp,k4,r2,M0-M1,0,M5,-0.015017051,-1.051686143,0.038457962,
mlp,k4,r2,M0-M1,0,M6,-0.020893169,-1.502156029,0.044777388,
mlp,k4,r2,M0-M2,0,train,0.502854933,0.23142297,0.015667478,16
mlp,k4,r2,M0-M2,0,M1,0.579716443,0.131395309,0.034781922,
mlp,k4,r2,M0-M2,0,M2,0.235773303,0.012370877,0.019571757,
mlp,k4,r2,M0-M2,0,M3,0.045879852,-0.160788188,0.020814465,
mlp,k4,r2,M0-M2,0,M4,0.074923885,-0.164731043,0.020807939,
mlp,k4,r2,M0-M2,0,M5,0.005172814,-0.233638709,0.023093678,
mlp,k4,r2,M0-M2,0,M6,-0.036631298,-0.271626376,0.02278278,
mlp,k4,r2,M0-M3,0,train,0.690823816,0.444834363,0.010707458,25
mlp,k4,r2,M0-M3,0,M1,0.800185512,0.47367439,0.021075889,
mlp,k4,r2,M0-M3,0,M2,0.626130064,0.387282408,0.012142169,
mlp,k4,r2,M0-M3,0,M3,0.295590344,-0.046302794,0.018761592,
mlp,k4,r2,M0-M3,0,M4,0.161810135,-0.447816269,0.025865261,
mlp,k4,r2,M0-M3,0,M5,-0.00605183,-0.926270121,0.036077457,
mlp,k4,r2,M0-M3,0,M6,0.016743819,-1.206534246,0.039375491,
mlp,k4,r2,M0-M4,0,train,0.673414447,0.446740308,0.010303132,25
mlp,k4,r2,M0-M4,0,M1,0.367373524,0.128910502,0.034881424,
mlp,k4,r2,M0-M4,0,M2,0.452135553,0.189336126,0.016064852,
mlp,k4,r2,M0-M4,0,M3,0.361106445,0.07968785,0.016502412,
mlp,k4,r2,M0-M4,0,M4,0.350599506,0.047239359,0.017021084,
mlp,k4,r2,M0-M4,0,M5,0.163240106,-0.239772608,0.023115541,
mlp,k4,r2,M0-M4,0,M6,0.013222774,-0.545764279,0.027308605,
mlp,k4,r2,M0-M5,0,train,0.667478991,0.438877492,0.01055682,22
mlp,k4,r2,M0-M5,0,M1,0.68363039,0.282987312,0.028711658,
mlp,k4,r2,M0-M5,0,M2,0.54045982,0.257312414,0.014717772,
mlp,k4,r2,M0-M5,0,M3,0.359978955,0.071542969,0.016648462,
mlp,k4,r2,M0-M5,0,M4,0.464571349,0.186102801,0.014540287,
mlp,k4,r2,M0-M5,0,M5,0.372526017,0.085463358,0.017137037,
mlp,k4,r2,M0-M5,0,M6,0.12171041,-0.224850931,0.021753905,
mlp,k4,r2,M0-M6,0,train,0.698094404,0.482595391,0.009769643,34
mlp,k4,r2,M0-M6,0,M1,0.666513857,0.24476823,0.030242082,
mlp,k4,r2,M0-M6,0,M2,0.533174155,0.256094668,0.014741904,
mlp,k4,r2,M0-M6,0,M3,0.379519418,0.082302088,0.016455537,
mlp,k4,r2,M0-M6,0,M4,0.415795544,0.104904237,0.0159909,
mlp,k4,r2,M0-M6,0,M5,0.425744108,0.138254089,0.016107348,
