model,landscape,replicate,fixed_site,data_split,pearson_r,r2,mse_loss,train_epochs
mlp,k1,r4,4,E,0.9993380153384768,0.9984367489814758,3.138549436698668e-05,
mlp,k1,r4,4,D,0.9993163568277684,0.9985453486442566,2.946291169791948e-05,
mlp,k1,r4,4,G,0.999489640045274,0.9989770650863647,2.68602143478347e-05,
mlp,k1,r4,4,C,0.9994554063161982,0.998835027217865,2.451888212817721e-05,
mlp,k1,r4,4,F,0.999490604251971,0.998897910118103,1.6474486983497627e-05,
mlp,k1,r4,5,train,0.9996565480940676,0.9991686344146729,1.8909563694155384e-05,
mlp,k1,r4,5,E,0.999699883713578,0.9992998838424684,1.937292836373672e-05,
mlp,k1,r4,5,D,0.9996392523389316,0.999184787273407,1.7879510778584518e-05,
mlp,k1,r4,5,G,0.9996888662433996,0.9992666840553284,1.6436433725175448e-05,
mlp,k1,r4,5,C,0.9996396878786592,0.9990147948265076,2.3702774342382327e-05,
mlp,k1,r4,5,F,0.999618477780396,0.9990381598472596,1.821101614041254e-05,
mlp,k2,r0,0,train,0.9975167310200164,0.9948797225952148,0.0001123075918784,
mlp,k2,r0,0,E,0.997046082586344,0.9939963221549988,0.0001293221575906,
mlp,k2,r0,0,D,0.9963235324802504,0.9922543168067932,0.0001523469400126,
mlp,k2,r0,0,G,0.9964512433370664,0.9925800561904908,0.0001477282203268,
mlp,k2,r0,0,C,0.9968847186571264,0.9922564625740052,0.0001528780849184,
mlp,k2,r0,0,F,0.9977242476395732,0.9953629374504088,0.0001133713667513,
mlp,k2,r0,1,train,0.9979225289355682,0.9957545399665833,9.25025918772199e-05,
mlp,k2,r0,1,E,0.9973833221459998,0.9947242736816406,0.0001105576156987,
mlp,k2,r0,1,D,0.9977189689244552,0.9953990578651428,0.0001061573784681,
mlp,k2,r0,1,G,0.9974278298867344,0.9941821694374084,0.0001265060272999,
mlp,k2,r0,1,C,0.9975987794996116,0.9950345158576964,0.0001098266075132,
mlp,k2,r0,1,F,0.9975275365843908,0.9949430823326112,0.0001108231881516,
mlp,k2,r0,2,train,0.9980999732370072,0.9959575533866882,8.812831564634842e-05,
mlp,k2,r0,2,E,0.9976441337679836,0.9951285123825072,0.0001060600043274,
mlp,k2,r0,2,D,0.9978281219542176,0.9953360557556152,0.0001066543409251,
mlp,k2,r0,2,G,0.9977350543029369,0.9954637885093688,9.915305417962372e-05,
mlp,k2,r0,2,C,0.9974921832043336,0.99435955286026,0.0001168272210634,
mlp,k2,r0,2,F,0.9977857421779516,0.9949492812156676,0.0001172304255305,
mlp,k2,r0,3,train,0.9979546182624656,0.9958670139312744,9.07997857307476e-05,
mlp,k2,r0,3,E,0.9973696607142896,0.9947061538696288,0.0001133349360316,
mlp,k2,r0,3,D,0.9975774081483364,0.9951122403144836,0.0001008616964099,
mlp,k2,r0,3,G,0.9975015520502633,0.9950031638145448,0.0001095493935281,
mlp,k2,r0,3,C,0.9971019408248392,0.9940918684005736,0.0001192185809486,
mlp,k2,r0,3,F,0.9973549453422176,0.9946405291557312,0.0001129258962464,
